ticker,cik,transaction_date,is_buy,shares,price_per_share,transaction_value,is_officer,is_director,is_ten_pct_owner,officer_title,ownership_type,accession_number,close,return_7d
PAHC,1069899,2025-11-10,0,320.0,46.36,14835.2,1,1,0,President and CEO,I,0001104659-25-109411,44.24989326109039,-0.02276315631688427
PAHC,1069899,2025-11-10,0,4124.0,44.0,181456.0,0,0,0,,I,0001104659-25-109411,44.24989326109039,-0.02276315631688427
PAHC,1069899,2025-11-10,0,4124.0,44.0,181456.0,1,1,0,President and CEO,I,0001104659-25-109411,44.24989326109039,-0.02276315631688427
PAHC,1069899,2025-11-10,0,14086.0,44.91,632602.26,0,0,0,,I,0001104659-25-109411,44.24989326109039,-0.02276315631688427
PAHC,1069899,2025-11-10,0,14086.0,44.91,632602.26,1,1,0,President and CEO,I,0001104659-25-109411,44.24989326109039,-0.02276315631688427
PAHC,1069899,2025-11-12,0,21536.0,45.23,974073.2799999999,0,0,0,,I,0001104659-25-111627,45.20729790687551,-0.09993390635192191
PAHC,1069899,2025-11-12,0,21536.0,45.23,974073.2799999999,1,1,0,President and CEO,I,0001104659-25-111627,45.20729790687551,-0.09993390635192191
PAHC,1069899,2025-11-13,0,7147.0,44.37,317112.38999999996,0,0,0,,I,0001104659-25-111627,44.87818570952984,-0.07088882398025712
PAHC,1069899,2025-11-13,0,7147.0,44.37,317112.38999999996,1,1,0,President and CEO,I,0001104659-25-111627,44.87818570952984,-0.07088882398025712
PAHC,1069899,2025-11-13,0,1654.0,44.93,74314.22,0,0,0,,I,0001104659-25-111627,44.87818570952984,-0.07088882398025712
PAHC,1069899,2025-11-13,0,1654.0,44.93,74314.22,1,1,0,President and CEO,I,0001104659-25-111627,44.87818570952984,-0.07088882398025712
PAHC,1069899,2025-11-17,0,5280.0,44.56,235276.80000000002,0,0,0,,I,0001104659-25-113795,44.77845969159626,-0.00979175125781867
PAHC,1069899,2025-11-17,0,5280.0,44.56,235276.80000000002,1,1,0,President and CEO,I,0001104659-25-113795,44.77845969159626,-0.00979175125781867
PAHC,1069899,2025-11-18,0,20.0,44.28,885.6,0,0,0,,I,0001104659-25-113795,44.539107118991474,-0.021309519381875624
PAHC,1069899,2025-11-18,0,20.0,44.28,885.6,1,1,0,President and CEO,I,0001104659-25-113795,44.539107118991474,-0.021309519381875624
PAHC,1069899,2025-11-18,0,5260.0,43.82,230493.2,0,0,0,,I,0001104659-25-113795,44.539107118991474,-0.021309519381875624
PAHC,1069899,2025-11-18,0,5260.0,43.82,230493.2,1,1,0,President and CEO,I,0001104659-25-113795,44.539107118991474,-0.021309519381875624
PAHC,1069899,2025-11-20,0,3459.0,41.75,144413.25,0,0,0,,I,0001104659-25-115420,42.14560346313986,-0.02409746952402422
PAHC,1069899,2025-11-20,0,3459.0,41.75,144413.25,1,1,0,President and CEO,I,0001104659-25-115420,42.14560346313986,-0.02409746952402422
PAHC,1069899,2025-11-20,0,61.0,42.32,2581.52,0,0,0,,I,0001104659-25-115420,42.14560346313986,-0.02409746952402422
PAHC,1069899,2025-11-20,0,61.0,42.32,2581.52,1,1,0,President and CEO,I,0001104659-25-115420,42.14560346313986,-0.02409746952402422
PAHC,1069899,2025-11-25,0,7040.0,43.93,309267.2,0,0,0,,I,0001104659-25-116504,43.5318433182651,-0.06597109729208331
PAHC,1069899,2025-11-25,0,7040.0,43.93,309267.2,1,1,0,President and CEO,I,0001104659-25-116504,43.5318433182651,-0.06597109729208331
PAHC,1069899,2025-11-26,0,5280.0,44.02,232425.6,0,0,0,,I,0001104659-25-116504,44.34000015258789,-0.10464590378170364
PAHC,1069899,2025-11-26,0,5280.0,44.02,232425.6,1,1,0,President and CEO,I,0001104659-25-116504,44.34000015258789,-0.10464590378170364
PAHC,1069899,2025-11-28,0,3520.0,42.54,149740.8,0,0,0,,I,0001104659-25-117716,43.59000015258789,-0.0779995759113814
PAHC,1069899,2025-11-28,0,3520.0,42.54,149740.8,1,1,0,President and CEO,I,0001104659-25-117716,43.59000015258789,-0.0779995759113814
PAHC,1069899,2025-12-01,0,3520.0,41.66,146643.19999999998,0,0,0,,I,0001104659-25-117716,41.77000045776367,-0.07756767160543775
PAHC,1069899,2025-12-01,0,3520.0,41.66,146643.19999999998,1,1,0,President and CEO,I,0001104659-25-117716,41.77000045776367,-0.07756767160543775
PAHC,1069899,2025-12-03,0,3520.0,40.77,143510.40000000002,0,0,0,,I,0001104659-25-118545,40.650001525878906,0.0024599869709090163
PAHC,1069899,2025-12-03,0,3520.0,40.77,143510.40000000002,1,1,0,President and CEO,I,0001104659-25-118545,40.650001525878906,0.0024599869709090163
PAHC,1069899,2025-12-04,0,3152.0,41.16,129736.31999999999,0,0,0,,I,0001104659-25-118545,40.95000076293945,-0.010012206099472584
PAHC,1069899,2025-12-04,0,3152.0,41.16,129736.31999999999,1,1,0,President and CEO,I,0001104659-25-118545,40.95000076293945,-0.010012206099472584
PAHC,1069899,2025-12-04,0,368.0,41.75,15364.0,0,0,0,,I,0001104659-25-118545,40.95000076293945,-0.010012206099472584
PAHC,1069899,2025-12-04,0,368.0,41.75,15364.0,1,1,0,President and CEO,I,0001104659-25-118545,40.95000076293945,-0.010012206099472584
PAHC,1069899,2025-12-08,0,3520.0,40.06,141011.2,1,1,0,President and CEO,I,0001104659-25-119982,39.70000076293945,0.01586904423194243
PAHC,1069899,2025-12-08,0,3520.0,40.06,141011.2,0,0,0,,I,0001104659-25-119982,39.70000076293945,0.01586904423194243
PAHC,1069899,2025-12-09,0,1288.0,40.19,51764.719999999994,1,1,0,President and CEO,I,0001104659-25-119982,40.189998626708984,0.023140092982181216
PAHC,1069899,2025-12-09,0,1288.0,40.19,51764.719999999994,0,0,0,,I,0001104659-25-119982,40.189998626708984,0.023140092982181216
PAHC,1069899,2025-12-11,0,2757.0,40.61,111961.77,0,0,0,,I,0001104659-25-121213,40.25,-0.07453416149068323
PAHC,1069899,2025-12-11,0,2757.0,40.61,111961.77,1,1,0,President and CEO,I,0001104659-25-121213,40.25,-0.07453416149068323
PAHC,1069899,2025-12-11,0,2995.0,41.22,123453.9,0,0,0,,I,0001104659-25-121213,40.25,-0.07453416149068323
PAHC,1069899,2025-12-11,0,2995.0,41.22,123453.9,1,1,0,President and CEO,I,0001104659-25-121213,40.25,-0.07453416149068323
PAL,1998768,2025-11-19,0,9010.0,7.23,65142.3,0,1,0,,D,0001213900-25-113777,7.320000171661377,0.09699447331415431
PAL,1998768,2025-11-20,0,6620.0,7.37,48789.4,0,1,0,,D,0001213900-25-113777,7.309999942779541,0.16826265782510982
PAL,1998768,2025-11-21,0,41100.0,7.34,301674.0,0,1,0,,D,0001213900-25-113777,7.099999904632568,0.2746479313091215
PAL,1998768,2025-11-24,0,18270.0,7.27,132822.9,0,1,0,,D,0001213900-25-114346,7.309999942779541,0.2558140050662155
PANW,1327567,2025-10-01,0,700.0,202.16,141512.0,1,0,0,Chief Accounting Officer,D,0001193125-25-228417,202.16000366210938,0.06846060589226552
PANW,1327567,2025-10-06,0,56329.0,212.59,11974982.11,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-233529,209.3699951171875,-0.00616130924304977
PANW,1327567,2025-10-06,0,28923.0,211.51,6117503.7299999995,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-233529,209.3699951171875,-0.00616130924304977
PANW,1327567,2025-10-06,0,7798.0,209.7,1635240.5999999999,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-233529,209.3699951171875,-0.00616130924304977
PANW,1327567,2025-10-06,0,17288.0,210.59,3640679.92,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-233529,209.3699951171875,-0.00616130924304977
PANW,1327567,2025-10-06,0,10436.0,213.36,2226624.96,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-233529,209.3699951171875,-0.00616130924304977
PANW,1327567,2025-11-03,0,700.0,219.97,153979.0,1,0,0,Chief Accounting Officer,D,0001193125-25-265166,219.97000122070312,-0.008319324548344147
PANW,1327567,2025-11-03,0,43109.0,218.69,9427507.209999999,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-265144,219.97000122070312,-0.008319324548344147
PANW,1327567,2025-11-03,0,3554.0,219.76,781027.0399999999,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-265144,219.97000122070312,-0.008319324548344147
PANW,1327567,2025-11-03,0,30.0,220.4,6612.0,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-265144,219.97000122070312,-0.008319324548344147
PANW,1327567,2025-11-03,0,8371.0,215.88,1807131.48,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-265144,219.97000122070312,-0.008319324548344147
PANW,1327567,2025-11-03,0,20195.0,216.75,4377266.25,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-265144,219.97000122070312,-0.008319324548344147
PANW,1327567,2025-11-03,0,45515.0,218.0,9922270.0,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-265144,219.97000122070312,-0.008319324548344147
PANW,1327567,2025-12-01,0,700.0,189.39,132573.0,1,0,0,Chief Accounting Officer,D,0001193125-25-305332,189.5399932861328,0.02595765327640926
PANW,1327567,2025-12-03,0,22121.0,193.46,4279528.66,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-308140,190.0800018310547,0.005155701378886213
PANW,1327567,2025-12-03,0,53755.0,192.74,10360738.700000001,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-308140,190.0800018310547,0.005155701378886213
PANW,1327567,2025-12-03,0,6901.0,191.5,1321541.5,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-308140,190.0800018310547,0.005155701378886213
PANW,1327567,2025-12-03,0,8598.0,189.57,1629922.8599999999,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-308140,190.0800018310547,0.005155701378886213
PANW,1327567,2025-12-03,0,7592.0,188.85,1433749.2,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-308140,190.0800018310547,0.005155701378886213
PANW,1327567,2025-12-03,0,2137.0,187.38,400431.06,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-308140,190.0800018310547,0.005155701378886213
PANW,1327567,2025-12-03,0,19670.0,190.71,3751265.7,1,1,0,EVP Chief Product & Tech Ofcr,D,0001193125-25-308140,190.0800018310547,0.005155701378886213
PANW,1327567,2025-12-08,0,12072.0,195.31,2357782.32,0,1,0,,I,0001219231-25-000005,199.3699951171875,-0.05938705235424822
PANW,1327567,2025-12-08,0,428.0,196.04,83905.12,0,1,0,,I,0001219231-25-000005,199.3699951171875,-0.05938705235424822
PANW,1327567,2025-12-09,0,300.0,196.42,58925.99999999999,0,1,0,,I,0001219231-25-000005,195.02000427246094,-0.047738679902738716
PANW,1327567,2025-12-09,0,3970.0,195.73,777048.1,0,1,0,,I,0001219231-25-000005,195.02000427246094,-0.047738679902738716
PANW,1327567,2025-12-09,0,8230.0,194.7,1602381.0,0,1,0,,I,0001219231-25-000005,195.02000427246094,-0.047738679902738716
PANW,1327567,2025-12-23,0,5000.0,188.18,940900.0,1,0,0,"EVP, Chief Financial Officer",D,0001193125-25-335416,189.07000732421875,-0.032104549051028775
PANW,1327567,2025-12-26,0,1771.0,188.45,333744.94999999995,1,0,0,President,D,0001193125-25-335411,187.33999633789062,0.004003416326790586
PANW,1327567,2025-12-26,0,4447.0,187.92,835680.24,1,0,0,President,D,0001193125-25-335411,187.33999633789062,0.004003416326790586
PAR,708821,2025-12-10,0,6500.0,35.53,230945.0,1,0,0,Chief Financial Officer,D,0001693632-25-000009,35.34000015258789,0.04527443314127797
PARK,2069604,2025-12-03,1,3169.0,13.0,41197.0,1,1,0,CEO and Chairman,D,0002088869-25-000023,13.0,0.06923073988694411
PARK,2069604,2025-12-03,1,7692.0,13.0,99996.0,0,1,0,,D,0002088869-25-000022,13.0,0.06923073988694411
PARK,2069604,2025-12-03,1,769.0,13.0,9997.0,0,1,0,,D,0002088869-25-000021,13.0,0.06923073988694411
PARK,2069604,2025-12-03,1,1923.0,13.0,24999.0,0,1,0,,D,0002088869-25-000020,13.0,0.06923073988694411
PARK,2069604,2025-12-03,1,7692.0,13.0,99996.0,0,1,0,,D,0002088869-25-000019,13.0,0.06923073988694411
PARK,2069604,2025-12-03,1,1923.0,13.0,24999.0,1,1,0,Chief Financial Officer,D,0002088869-25-000018,13.0,0.06923073988694411
PARK,2069604,2025-12-03,1,3846.0,13.0,49998.0,1,1,0,CEO and Chairman,D,0002088869-25-000017,13.0,0.06923073988694411
PARR,821483,2025-11-06,0,15848.0,41.22,653254.5599999999,1,0,0,EVP - Refining and Logistics,D,0001437749-25-033701,38.86000061035156,0.12738035731324376
PARR,821483,2025-11-21,0,65659.0,42.78,2808892.02,1,1,0,President and CEO,D,0001437749-25-036318,42.59000015258789,0.08734447540209946
PARR,821483,2025-11-21,0,33625.0,43.87,1475128.75,1,1,0,President and CEO,D,0001437749-25-036318,42.59000015258789,0.08734447540209946
PATH,1734722,2025-09-30,0,16083.0,15.0,241245.0,1,0,0,GC & Chief Legal Officer,D,0001543401-25-000002,15.180000305175781,0.0830039659783291
PATH,1734722,2025-10-01,0,122733.0,13.33,1636030.89,1,1,0,CEO and Chairman,I,0001855767-25-000012,13.520000457763672,0.3742603028564802
PATH,1734722,2025-10-02,0,122733.0,12.84,1575891.72,1,1,0,CEO and Chairman,I,0001855767-25-000013,13.079999923706055,0.324159005798894
PATH,1734722,2025-10-03,0,122733.0,13.01,1596756.33,1,1,0,CEO and Chairman,I,0001855767-25-000014,12.75,0.31607848522709864
PATH,1734722,2025-10-06,0,66665.0,15.0,999975.0,1,0,0,GC & Chief Legal Officer,D,0001543401-25-000003,14.1899995803833,0.1994362904205193
PATH,1734722,2025-10-06,0,122733.0,14.24,1747717.92,1,1,0,CEO and Chairman,I,0001855767-25-000015,14.1899995803833,0.1994362904205193
PATH,1734722,2025-10-07,0,122733.0,14.99,1839767.67,1,1,0,CEO and Chairman,I,0001855767-25-000016,15.010000228881836,0.12791472665000586
PATH,1734722,2025-10-08,0,122734.0,14.89,1827509.26,1,1,0,CEO and Chairman,I,0001855767-25-000017,15.015000343322754,0.033300032538617456
PATH,1734722,2025-10-09,0,32144.0,17.74,570234.5599999999,1,0,0,COO & CFO,D,0001855778-25-000003,16.440000534057617,-0.048053582108513515
PATH,1734722,2025-10-09,0,181745.0,17.01,3091482.45,1,0,0,COO & CFO,D,0001855778-25-000003,16.440000534057617,-0.048053582108513515
PATH,1734722,2025-10-09,0,26985.0,18.53,500032.05000000005,1,0,0,COO & CFO,D,0001855778-25-000003,16.440000534057617,-0.048053582108513515
PATH,1734722,2025-10-09,0,122734.0,16.57,2033702.3800000001,1,1,0,CEO and Chairman,I,0001855767-25-000018,16.440000534057617,-0.048053582108513515
PATH,1734722,2025-10-10,0,122734.0,18.37,2254623.58,1,1,0,CEO and Chairman,I,0001855767-25-000019,18.579999923706055,-0.15608178850583254
PATH,1734722,2025-10-13,0,122734.0,17.06,2093842.0399999998,1,1,0,CEO and Chairman,I,0001855767-25-000020,17.31999969482422,-0.08775978815655412
PATH,1734722,2025-10-13,0,10000.0,17.01,170100.00000000003,1,0,0,Chief Accounting Officer,D,0001855764-25-000003,17.31999969482422,-0.08775978815655412
PATH,1734722,2025-10-14,0,10000.0,16.54,165400.0,1,0,0,Chief Accounting Officer,D,0001855764-25-000004,16.780000686645508,-0.10607870165715398
PATH,1734722,2025-10-14,0,122734.0,16.33,2004246.2199999997,1,1,0,CEO and Chairman,I,0001855767-25-000020,16.780000686645508,-0.10607870165715398
PATH,1734722,2025-10-15,0,27580.0,16.68,460034.39999999997,1,0,0,GC & Chief Legal Officer,D,0001543401-25-000004,17.020000457763672,-0.08578143354167736
PATH,1734722,2025-10-15,0,122734.0,16.92,2076659.2800000003,1,1,0,CEO and Chairman,I,0001855767-25-000021,17.020000457763672,-0.08578143354167736
PATH,1734722,2025-10-15,0,10000.0,16.68,166800.0,1,0,0,Chief Accounting Officer,D,0001855764-25-000004,17.020000457763672,-0.08578143354167736
PATH,1734722,2025-10-16,0,122734.0,17.21,2112252.14,1,1,0,CEO and Chairman,I,0001855767-25-000022,16.93000030517578,-0.0056114128169319375
PATH,1734722,2025-10-16,0,8300.0,16.22,134626.0,1,0,0,Chief Accounting Officer,D,0001855764-25-000005,16.93000030517578,-0.0056114128169319375
PATH,1734722,2025-10-16,0,1700.0,16.99,28882.999999999996,1,0,0,Chief Accounting Officer,D,0001855764-25-000005,16.93000030517578,-0.0056114128169319375
PATH,1734722,2025-10-17,0,10000.0,15.73,157300.0,1,0,0,Chief Accounting Officer,D,0001855764-25-000006,15.515000343322754,0.12020617313402084
PATH,1734722,2025-10-17,0,45000.0,15.62,702900.0,1,1,0,CEO and Chairman,D,0001855767-25-000023,15.515000343322754,0.12020617313402084
PATH,1734722,2025-10-20,0,45000.0,15.71,706950.0,1,1,0,CEO and Chairman,D,0001855767-25-000024,15.649999618530273,0.0511182852338184
PATH,1734722,2025-10-20,0,10000.0,15.65,156500.0,1,0,0,Chief Accounting Officer,D,0001855764-25-000007,15.649999618530273,0.0511182852338184
PATH,1734722,2025-10-21,0,45000.0,15.57,700650.0,1,1,0,CEO and Chairman,D,0001855767-25-000025,15.680000305175781,0.013392859315038032
PATH,1734722,2025-10-21,0,10000.0,15.68,156800.0,1,0,0,Chief Accounting Officer,D,0001855764-25-000008,15.680000305175781,0.013392859315038032
PATH,1734722,2025-10-22,0,45000.0,15.53,698850.0,1,1,0,CEO and Chairman,D,0001855767-25-000026,15.800000190734863,0.0
PATH,1734722,2025-10-22,0,5000.0,15.47,77350.0,1,0,0,Chief Accounting Officer,D,0001855764-25-000009,15.800000190734863,0.0
PATH,1734722,2025-10-23,0,45000.0,15.19,683550.0,1,1,0,CEO and Chairman,D,0001855767-25-000027,15.0,0.07199999491373697
PATH,1734722,2025-10-24,0,45000.0,15.46,695700.0,1,1,0,CEO and Chairman,D,0001855767-25-000028,15.5600004196167,-0.03213367522597515
PATH,1734722,2025-10-27,0,45000.0,16.73,752850.0,1,1,0,CEO and Chairman,D,0001855767-25-000029,16.834999084472656,-0.14345109233811157
PATH,1734722,2025-10-28,0,45000.0,17.16,772200.0,1,1,0,CEO and Chairman,D,0001855767-25-000029,17.3799991607666,-0.16685844410606746
PATH,1734722,2025-10-29,0,45000.0,16.29,733050.0,1,1,0,CEO and Chairman,D,0001855767-25-000029,16.450000762939453,-0.16413377736871237
PATH,1734722,2025-10-30,0,45000.0,15.73,707850.0,1,1,0,CEO and Chairman,D,0001855767-25-000030,15.890000343322754,-0.08432977492986533
PATH,1734722,2025-10-31,0,45000.0,15.72,707400.0,1,1,0,CEO and Chairman,D,0001855767-25-000031,15.800000190734863,-0.11012656646286002
PATH,1734722,2025-11-03,0,45000.0,16.23,730350.0,1,1,0,CEO and Chairman,D,0001855767-25-000032,16.079999923706055,-0.11380596594457468
PATH,1734722,2025-11-04,0,45000.0,15.02,675900.0,1,1,0,CEO and Chairman,D,0001855767-25-000033,15.0600004196167,-0.04980079542514971
PATH,1734722,2025-11-05,0,45000.0,15.07,678150.0,1,1,0,CEO and Chairman,D,0001855767-25-000034,14.420000076293945,-0.06380028234579543
PATH,1734722,2025-12-05,0,27580.0,18.55,511609.0,1,0,0,GC & Chief Legal Officer,D,0001543401-25-000005,18.149999618530273,-0.10743795573416792
PATH,1734722,2025-12-05,0,45000.0,18.2,819000.0,1,1,0,CEO and Chairman,D,0001855767-25-000037,18.149999618530273,-0.10743795573416792
PATH,1734722,2025-12-08,0,45000.0,19.21,864450.0,1,1,0,CEO and Chairman,D,0001855767-25-000038,19.079999923706055,-0.15041933179819092
PATH,1734722,2025-12-09,0,45000.0,19.13,860850.0,1,1,0,CEO and Chairman,D,0001855767-25-000039,19.270000457763672,-0.15983393100881615
PATH,1734722,2025-12-10,0,45000.0,18.61,837450.0,1,1,0,CEO and Chairman,D,0001855767-25-000040,18.65999984741211,-0.13719182673505864
PATH,1734722,2025-12-11,0,45000.0,18.56,835200.0,1,1,0,CEO and Chairman,D,0001855767-25-000041,18.639999389648438,-0.11158798239345247
PATH,1734722,2025-12-12,0,45000.0,17.91,805950.0,1,1,0,CEO and Chairman,D,0001855767-25-000042,18.040000915527344,-0.07815973853677186
PATH,1734722,2025-12-15,0,45000.0,17.3,778500.0,1,1,0,CEO and Chairman,D,0001855767-25-000042,17.59000015258789,-0.034678829167708536
PATH,1734722,2025-12-16,0,45000.0,16.26,731700.0000000001,1,1,0,CEO and Chairman,D,0001855767-25-000043,16.200000762939453,0.04567899606591702
PATH,1734722,2025-12-17,0,45000.0,16.11,724950.0,1,1,0,CEO and Chairman,D,0001855767-25-000044,16.209999084472656,0.012955027987783556
PATH,1734722,2025-12-18,0,45000.0,16.23,730350.0,1,1,0,CEO and Chairman,D,0001855767-25-000045,16.190000534057617,0.02779486354211005
PATH,1734722,2025-12-19,0,45000.0,16.07,723150.0,1,1,0,CEO and Chairman,D,0001855767-25-000046,16.100000381469727,0.02857137102941262
PATH,1734722,2025-12-22,0,45000.0,16.49,742049.9999999999,1,1,0,CEO and Chairman,D,0001855767-25-000049,16.559999465942383,-0.0036231562727872596
PATH,1734722,2025-12-23,0,45000.0,16.49,742049.9999999999,1,1,0,CEO and Chairman,D,0001855767-25-000049,16.6299991607666,-0.048105789382593626
PATH,1734722,2025-12-24,0,45000.0,16.91,760950.0,1,1,0,CEO and Chairman,D,0001855767-25-000050,16.979999542236328,-0.05889281666425159
PATH,1734722,2025-12-26,0,45000.0,16.9,760499.9999999999,1,1,0,CEO and Chairman,D,0001855767-25-000050,16.940000534057617,0.027744940881764768
PATH,1734722,2025-12-29,0,45000.0,16.44,739800.0,1,1,0,CEO and Chairman,D,0001855767-25-000050,16.420000076293945,0.07551764709845461
PATH,1734722,2025-12-30,0,45000.0,16.82,756900.0,1,1,0,CEO and Chairman,D,0001855767-25-000051,16.639999389648438,0.024038554119643948
PATH,1734722,2025-12-31,0,45000.0,16.55,744750.0,1,1,0,CEO and Chairman,D,0001855767-25-000051,16.559999465942383,0.0009058754517427534
PATK,76605,2025-12-16,0,25000.0,115.0,2875000.0,1,1,0,Chief Executive Officer,D,0001209929-25-000011,114.12000274658203,-0.012180155592311961
PAYC,1590955,2025-12-05,0,1442.0,165.5,238651.0,1,0,0,Chief Operating Officer,D,0001193125-25-309613,165.5,-0.02586101981448263
PAYC,1590955,2025-12-05,0,6.0,166.5,999.0,1,0,0,Chief Operating Officer,D,0001193125-25-309613,165.5,-0.02586101981448263
PAYC,1590955,2025-12-05,0,744.0,166.52,123890.88,1,0,0,Chief Operating Officer,D,0001193125-25-309613,165.5,-0.02586101981448263
PAYC,1590955,2025-12-10,0,1300.0,162.66,211458.0,1,0,0,Chief Financial Officer,D,0001193125-25-316229,162.4600067138672,0.010094788390209091
PAYS,1496443,2025-12-12,0,20000.0,5.47,109400.0,1,0,0,Chief Legal Officer,D,0001683168-25-009120,5.53000020980835,-0.03254978270281466
PB,1068851,2025-10-01,0,100.0,66.59,6659.0,0,1,0,,I,0001193125-25-227647,65.97197818835416,-0.018640942871398936
PB,1068851,2025-10-01,0,500.0,66.65,33325.0,0,1,0,,D,0001193125-25-227647,65.97197818835416,-0.018640942871398936
PB,1068851,2025-10-01,0,500.0,66.62,33310.0,0,1,0,,I,0001193125-25-227647,65.97197818835416,-0.018640942871398936
PB,1068851,2025-10-08,0,100.0,65.66,6566.0,0,1,0,,I,0001193125-25-235394,65.27774874243863,-0.04952894863782409
PB,1068851,2025-10-08,0,500.0,65.66,32830.0,0,1,0,,I,0001193125-25-235394,65.27774874243863,-0.04952894863782409
PB,1068851,2025-10-08,0,500.0,65.63,32815.0,0,1,0,,D,0001193125-25-235394,65.27774874243863,-0.04952894863782409
PB,1068851,2025-10-15,0,412.0,65.08,26812.96,0,1,0,,D,0001193125-25-240391,65.54552162932495,-0.032682642296319675
PB,1068851,2025-10-15,0,399.0,65.08,25966.92,0,1,0,,I,0001193125-25-240391,65.54552162932495,-0.032682642296319675
PB,1068851,2025-10-15,0,73.0,65.02,4746.46,0,1,0,,I,0001193125-25-240391,65.54552162932495,-0.032682642296319675
PB,1068851,2025-10-15,0,101.0,66.12,6678.120000000001,0,1,0,,I,0001193125-25-240391,65.54552162932495,-0.032682642296319675
PB,1068851,2025-10-15,0,27.0,65.92,1779.8400000000001,0,1,0,,I,0001193125-25-240391,65.54552162932495,-0.032682642296319675
PB,1068851,2025-10-15,0,88.0,66.02,5809.759999999999,0,1,0,,D,0001193125-25-240391,65.54552162932495,-0.032682642296319675
PB,1068851,2025-10-22,0,8.0,63.87,510.96,0,1,0,,I,0001193125-25-248989,63.21488684764857,0.013492247507310701
PB,1068851,2025-10-22,0,92.0,63.38,5830.96,0,1,0,,I,0001193125-25-248989,63.21488684764857,0.013492247507310701
PB,1068851,2025-10-22,0,455.0,63.39,28842.45,0,1,0,,I,0001193125-25-248989,63.21488684764857,0.013492247507310701
PB,1068851,2025-10-22,0,45.0,63.87,2874.15,0,1,0,,I,0001193125-25-248989,63.21488684764857,0.013492247507310701
PB,1068851,2025-10-22,0,457.0,63.4,28973.8,0,1,0,,D,0001193125-25-248989,63.21488684764857,0.013492247507310701
PB,1068851,2025-10-22,0,43.0,63.87,2746.41,0,1,0,,D,0001193125-25-248989,63.21488684764857,0.013492247507310701
PB,1068851,2025-10-29,0,1.0,62.77,62.77,0,1,0,,I,0001193125-25-259483,62.252876920720624,0.0334555517033385
PB,1068851,2025-10-29,0,246.0,63.92,15724.32,0,1,0,,I,0001193125-25-259483,62.252876920720624,0.0334555517033385
PB,1068851,2025-10-29,0,97.0,65.81,6383.570000000001,0,1,0,,I,0001193125-25-259483,62.252876920720624,0.0334555517033385
PB,1068851,2025-10-29,0,156.0,66.92,10439.52,0,1,0,,I,0001193125-25-259483,62.252876920720624,0.0334555517033385
PB,1068851,2025-10-29,0,5.0,62.55,312.75,0,1,0,,I,0001193125-25-259483,62.252876920720624,0.0334555517033385
PB,1068851,2025-10-29,0,41.0,63.92,2620.7200000000003,0,1,0,,I,0001193125-25-259483,62.252876920720624,0.0334555517033385
PB,1068851,2025-10-29,0,24.0,65.66,1575.84,0,1,0,,I,0001193125-25-259483,62.252876920720624,0.0334555517033385
PB,1068851,2025-10-29,0,30.0,66.87,2006.1000000000001,0,1,0,,I,0001193125-25-259483,62.252876920720624,0.0334555517033385
PB,1068851,2025-10-29,0,131.0,66.95,8770.45,0,1,0,,D,0001193125-25-259483,62.252876920720624,0.0334555517033385
PB,1068851,2025-10-29,0,136.0,65.73,8939.28,0,1,0,,D,0001193125-25-259483,62.252876920720624,0.0334555517033385
PB,1068851,2025-10-29,0,1.0,62.77,62.77,0,1,0,,D,0001193125-25-259483,62.252876920720624,0.0334555517033385
PB,1068851,2025-10-29,0,232.0,63.9,14824.8,0,1,0,,D,0001193125-25-259483,62.252876920720624,0.0334555517033385
PB,1068851,2025-11-05,0,500.0,66.83,33415.0,0,1,0,,D,0001193125-25-267163,65.70421077273197,0.0024150779244689943
PB,1068851,2025-11-05,0,95.0,66.88,6353.599999999999,0,1,0,,I,0001193125-25-267163,65.70421077273197,0.0024150779244689943
PB,1068851,2025-11-05,0,5.0,66.04,330.20000000000005,0,1,0,,I,0001193125-25-267163,65.70421077273197,0.0024150779244689943
PB,1068851,2025-11-05,0,500.0,66.84,33420.0,0,1,0,,I,0001193125-25-267163,65.70421077273197,0.0024150779244689943
PB,1068851,2025-11-12,0,100.0,67.26,6726.000000000001,0,1,0,,I,0001193125-25-279543,66.55711965182266,-0.00983465199843651
PB,1068851,2025-11-12,0,500.0,67.28,33640.0,0,1,0,,I,0001193125-25-279543,66.55711965182266,-0.00983465199843651
