ticker,cik,transaction_date,is_buy,shares,price_per_share,transaction_value,is_officer,is_director,is_ten_pct_owner,officer_title,ownership_type,accession_number,close,return_7d
CRWV,1769628,2025-12-15,0,186.0,79.38,14764.679999999998,1,0,0,Chief Development Officer,I,0001769628-25-000116,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,445.0,73.73,32809.85,1,0,0,Chief Development Officer,I,0001769628-25-000116,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,37.0,76.37,2825.69,1,0,0,Chief Development Officer,I,0001769628-25-000116,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,36.0,78.86,2838.96,1,0,0,Chief Development Officer,I,0001769628-25-000116,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,55.0,79.69,4382.95,1,0,0,Chief Development Officer,I,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,41709.0,72.49,3023485.4099999997,1,0,0,Chief Development Officer,D,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,41451.0,73.67,3053695.17,1,0,0,Chief Development Officer,D,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,11728.0,74.37,872211.3600000001,1,0,0,Chief Development Officer,D,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,2062.0,75.59,155866.58000000002,1,0,0,Chief Development Officer,D,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,1544.0,76.57,118224.07999999999,1,0,0,Chief Development Officer,D,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,2043.0,78.3,159966.9,1,0,0,Chief Development Officer,D,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,2298.0,79.38,182415.24,1,0,0,Chief Development Officer,D,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,10140.0,72.49,735048.6,1,0,0,Chief Development Officer,I,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,10077.0,73.67,742372.59,1,0,0,Chief Development Officer,I,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,2851.0,74.37,212028.87000000002,1,0,0,Chief Development Officer,I,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,502.0,75.59,37946.18,1,0,0,Chief Development Officer,I,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,376.0,76.57,28790.319999999996,1,0,0,Chief Development Officer,I,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,496.0,78.3,38836.799999999996,1,0,0,Chief Development Officer,I,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,558.0,79.38,44294.04,1,0,0,Chief Development Officer,I,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,1208.0,72.52,87604.15999999999,1,0,0,Chief Development Officer,I,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,1335.0,73.73,98429.55,1,0,0,Chief Development Officer,I,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,184.0,74.52,13711.679999999998,1,0,0,Chief Development Officer,I,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,109.0,76.35,8322.15,1,0,0,Chief Development Officer,I,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-15,0,109.0,78.86,8595.74,1,0,0,Chief Development Officer,I,0001769628-25-000114,79.33000183105469,0.009328095886666804
CRWV,1769628,2025-12-16,0,18307.0,69.42,1270871.94,1,0,0,Chief Financial Officer,D,0001769628-25-000122,70.69999694824219,0.11739750226345909
CRWV,1769628,2025-12-16,0,882.0,71.13,62736.659999999996,1,0,0,Chief Financial Officer,D,0001769628-25-000122,70.69999694824219,0.11739750226345909
CRWV,1769628,2025-12-16,0,3600.0,70.39,253404.0,1,0,0,Chief Financial Officer,D,0001769628-25-000122,70.69999694824219,0.11739750226345909
CRWV,1769628,2025-12-16,0,13528.0,68.4,925315.2000000001,1,0,0,Chief Financial Officer,D,0001769628-25-000122,70.69999694824219,0.11739750226345909
CRWV,1769628,2025-12-17,0,17297.0,64.52,1116002.44,1,1,0,CEO and President,I,0001769628-25-000124,69.55000305175781,0.05736876619258017
CRWV,1769628,2025-12-17,0,849.0,69.58,59073.42,1,1,0,CEO and President,I,0001769628-25-000124,69.55000305175781,0.05736876619258017
CRWV,1769628,2025-12-17,0,11228.0,64.52,724430.5599999999,1,1,0,CEO and President,D,0001769628-25-000124,69.55000305175781,0.05736876619258017
CRWV,1769628,2025-12-17,0,5178.0,66.34,343508.52,1,1,0,CEO and President,D,0001769628-25-000124,69.55000305175781,0.05736876619258017
CRWV,1769628,2025-12-17,0,1890.0,67.14,126894.6,1,1,0,CEO and President,D,0001769628-25-000124,69.55000305175781,0.05736876619258017
CRWV,1769628,2025-12-17,0,472.0,68.78,32464.16,1,1,0,CEO and President,D,0001769628-25-000124,69.55000305175781,0.05736876619258017
CRWV,1769628,2025-12-17,0,20239.0,65.42,1324035.3800000001,1,1,0,CEO and President,I,0001769628-25-000124,69.55000305175781,0.05736876619258017
CRWV,1769628,2025-12-17,0,551.0,69.58,38338.58,1,1,0,CEO and President,D,0001769628-25-000124,69.55000305175781,0.05736876619258017
CRWV,1769628,2025-12-17,0,728.0,68.78,50071.840000000004,1,1,0,CEO and President,I,0001769628-25-000124,69.55000305175781,0.05736876619258017
CRWV,1769628,2025-12-17,0,2910.0,67.14,195377.4,1,1,0,CEO and President,I,0001769628-25-000124,69.55000305175781,0.05736876619258017
CRWV,1769628,2025-12-17,0,7977.0,66.34,529194.18,1,1,0,CEO and President,I,0001769628-25-000124,69.55000305175781,0.05736876619258017
CRWV,1769628,2025-12-17,0,13136.0,65.42,859357.12,1,1,0,CEO and President,D,0001769628-25-000124,69.55000305175781,0.05736876619258017
CRWV,1769628,2025-12-22,0,7819.0,85.82,671026.58,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,650.0,85.0,55250.0,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,10569.0,86.58,915064.02,1,0,0,Chief Development Officer,D,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,31132.0,85.83,2672059.56,1,0,0,Chief Development Officer,D,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,61134.0,84.8,5184163.2,1,0,0,Chief Development Officer,D,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,2437.0,86.6,211044.19999999998,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,25.0,86.8,2170.0,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,150.0,86.12,12918.0,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,325.0,84.97,27615.25,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,521.0,86.72,45181.12,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,650.0,84.95,55217.5,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,900.0,86.13,77517.0,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,2100.0,84.91,178311.0,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,350.0,86.29,30201.500000000004,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,14744.0,84.81,1250438.6400000001,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,350.0,86.23,30180.5,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,14891.0,84.81,1262905.71,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,7912.0,85.84,679166.0800000001,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,2197.0,86.59,190238.23,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,5314.0,84.87,450999.18000000005,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-22,0,2500.0,85.98,214950.0,1,0,0,Chief Development Officer,I,0001769628-25-000128,84.98999786376953,-0.13013293136354492
CRWV,1769628,2025-12-24,0,76149.0,79.88,6082782.12,1,1,0,Chief Strategy Officer,I,0001769628-25-000130,80.06999969482422,-0.017734459527381542
CRWV,1769628,2025-12-24,0,3300.0,80.72,266376.0,1,1,0,Chief Strategy Officer,I,0001769628-25-000130,80.06999969482422,-0.017734459527381542
CRWV,1769628,2025-12-24,0,201801.0,79.14,15970531.14,1,1,0,Chief Strategy Officer,I,0001769628-25-000130,80.06999969482422,-0.017734459527381542
CRWV,1769628,2025-12-29,0,450.0,73.84,33228.0,1,0,0,Chief Development Officer,I,0001769628-25-000134,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,16215.0,75.4,1222611.0,1,0,0,Chief Development Officer,I,0001769628-25-000134,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,7482.0,76.05,569006.1,1,0,0,Chief Development Officer,I,0001769628-25-000134,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,853.0,77.17,65826.01,1,0,0,Chief Development Officer,I,0001769628-25-000134,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,118.0,76.19,8990.42,1,0,0,Chief Development Officer,I,0001769628-25-000134,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,150.0,73.84,11076.0,1,0,0,Chief Development Officer,I,0001769628-25-000134,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,5406.0,75.4,407612.4,1,0,0,Chief Development Officer,I,0001769628-25-000134,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,2495.0,76.05,189744.75,1,0,0,Chief Development Officer,I,0001769628-25-000134,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,284.0,77.17,21916.28,1,0,0,Chief Development Officer,I,0001769628-25-000134,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,18.0,74.05,1332.8999999999999,1,0,0,Chief Development Officer,I,0001769628-25-000134,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,364.0,75.44,27460.16,1,0,0,Chief Development Officer,I,0001769628-25-000134,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,854.0,77.17,65903.18000000001,1,0,0,Chief Development Officer,I,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,728.0,75.44,54920.32,1,0,0,Chief Development Officer,I,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,1850.0,73.84,136604.0,1,0,0,Chief Development Officer,D,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,66699.0,75.4,5029104.600000001,1,0,0,Chief Development Officer,D,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,30773.0,76.05,2340286.65,1,0,0,Chief Development Officer,D,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,3513.0,77.17,271098.21,1,0,0,Chief Development Officer,D,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,450.0,73.84,33228.0,1,0,0,Chief Development Officer,I,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,16215.0,75.4,1222611.0,1,0,0,Chief Development Officer,I,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,7481.0,76.05,568930.0499999999,1,0,0,Chief Development Officer,I,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,236.0,76.19,17980.84,1,0,0,Chief Development Officer,I,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,109.0,74.04,8070.360000000001,1,0,0,Chief Development Officer,I,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,2181.0,75.44,164534.63999999998,1,0,0,Chief Development Officer,I,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,710.0,76.19,54094.9,1,0,0,Chief Development Officer,I,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,37.0,74.06,2740.2200000000003,1,0,0,Chief Development Officer,I,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,727.0,75.44,54844.88,1,0,0,Chief Development Officer,I,0001769628-25-000132,73.54000091552734,0.0548680443633621
CRWV,1769628,2025-12-29,0,36.0,74.05,2665.7999999999997,1,0,0,Chief Development Officer,I,0001769628-25-000132,73.54000091552734,0.0548680443633621
CSAI,1709628,2025-09-30,0,25000.0,1.22,30500.0,0,0,0,,D,0001683168-25-007374,1.2699999809265137,0.14173233815789918
CSAI,1709628,2025-10-01,0,25000.0,1.29,32250.0,0,0,0,,D,0001683168-25-007374,1.2899999618530273,0.09302326226118406
CSAI,1709628,2025-10-07,0,25000.0,1.48,37000.0,0,0,0,,D,0001683168-25-007474,1.6100000143051147,-0.00621117414559334
CSAI,1709628,2025-10-08,0,25000.0,1.44,36000.0,0,0,0,,D,0001683168-25-007474,1.4900000095367432,-0.00671140295251806
CSAI,1709628,2025-10-14,0,25000.0,1.32,33000.0,0,0,0,,D,0001683168-25-007595,1.3300000429153442,-0.022556458369204422
CSAI,1709628,2025-10-15,0,25000.0,1.38,34500.0,0,0,0,,D,0001683168-25-007595,1.8300000429153442,-0.289617529054658
CSAI,1709628,2025-10-21,0,25000.0,1.45,36250.0,0,0,0,,D,0001683168-25-007734,1.590000033378601,-0.13207549291728143
CSAI,1709628,2025-10-22,0,25000.0,1.24,31000.0,0,0,0,,D,0001683168-25-007734,1.4199999570846558,-0.007042247017941755
CSAI,1709628,2025-10-28,0,25000.0,1.38,34500.0,0,0,0,,D,0001683168-25-007851,1.5299999713897705,0.24183007299816045
CSAI,1709628,2025-10-29,0,25000.0,1.39,34750.0,0,0,0,,D,0001683168-25-007851,1.409999966621399,0.07092200440364199
CSAI,1709628,2025-11-04,0,25000.0,1.87,46750.0,0,0,0,,D,0001683168-25-008020,1.8200000524520874,-0.15384619919203613
CSAI,1709628,2025-11-05,0,25000.0,1.98,49500.0,0,0,0,,D,0001683168-25-008020,1.965000033378601,-0.3536895881152284
CSAI,1709628,2025-11-11,0,25000.0,1.37,34250.0,0,0,0,,D,0001683168-25-008325,1.4199999570846558,-0.24647881352837428
CSAI,1709628,2025-11-12,0,25000.0,1.41,35250.0,0,0,0,,D,0001683168-25-008325,1.3700000047683716,-0.270072995241287
CSAI,1709628,2025-11-18,0,25000.0,1.15,28749.999999999996,0,0,0,,D,0001683168-25-008587,1.2400000095367432,-0.10483870502565211
CSAI,1709628,2025-11-19,0,25000.0,1.05,26250.0,0,0,0,,D,0001683168-25-008587,1.100000023841858,0.0
CSAI,1709628,2025-11-25,0,25000.0,1.07,26750.0,0,0,0,,D,0001683168-25-008727,1.1200000047683716,0.026785688626827134
CSAI,1709628,2025-11-26,0,25000.0,1.11,27750.000000000004,0,0,0,,D,0001683168-25-008727,1.0499999523162842,0.08571432139597944
CSAI,1709628,2025-12-02,0,25000.0,1.07,26750.0,0,0,0,,D,0001683168-25-008885,1.059999942779541,0.018868020014566025
CSAI,1709628,2025-12-03,0,25000.0,1.05,26250.0,0,0,0,,D,0001683168-25-008885,1.059999942779541,0.08490569644994717
CSAI,1709628,2025-12-09,0,25000.0,1.11,27750.000000000004,0,0,0,,D,0001683168-25-009066,1.100000023841858,-0.018181800448205245
CSAI,1709628,2025-12-10,0,25000.0,1.09,27250.000000000004,0,0,0,,D,0001683168-25-009066,1.1200000047683716,0.03571425150243618
CSAI,1709628,2025-12-16,0,25000.0,1.04,26000.0,0,0,0,,D,0001683168-25-009244,1.059999942779541,-0.03773581510593208
CSAI,1709628,2025-12-17,0,25000.0,1.08,27000.0,0,0,0,,D,0001683168-25-009244,1.0800000429153442,-0.07407411086706321
CSAI,1709628,2025-12-23,0,25000.0,1.04,26000.0,0,0,0,,D,0001683168-25-009374,1.1200000047683716,-0.16428572721019077
CSAI,1709628,2025-12-24,0,25000.0,1.02,25500.0,0,0,0,,D,0001683168-25-009374,1.0399999618530273,-0.14423075159625828
CSBB,880417,2025-10-24,1,98.0,53.0,5194.0,0,1,0,,I,0001193125-25-252801,50.5672721862793,-0.03901961983333914
CSBB,880417,2025-10-30,1,75.0,53.0,3975.0,0,1,0,,I,0001193125-25-259812,50.8151538848877,-0.03882937170921433
CSBB,880417,2025-10-30,1,50.0,51.75,2587.5,0,1,0,,D,0001193125-25-259812,50.8151538848877,-0.03882937170921433
CSBB,880417,2025-11-05,1,600.0,51.0,30600.0,0,1,0,,D,0001193125-25-268388,50.56727437440514,-0.034117737400691454
CSBB,880417,2025-11-17,1,100.0,49.28,4928.0,0,1,0,,I,0001193125-25-286065,48.86186681420789,-0.0006087366982235166
CSBB,880417,2025-11-17,1,150.0,50.0,7500.0,0,1,0,,D,0001193125-25-286065,48.86186681420789,-0.0006087366982235166
CSCO,858877,2025-11-14,0,5425.0,76.56,415338.0,1,0,0,"EVP, Global Sales",D,0000858877-25-000179,76.1723987501449,-0.0011752970829030822
CSCO,858877,2025-11-14,0,37723.0,77.38,2919005.7399999998,1,0,0,EVP and Chief Legal Officer,D,0000858877-25-000178,76.1723987501449,-0.0011752970829030822
CSCO,858877,2025-11-14,0,15780.0,76.59,1208590.2,1,0,0,EVP and Chief Legal Officer,D,0000858877-25-000178,76.1723987501449,-0.0011752970829030822
CSCO,858877,2025-11-14,0,111081.0,78.2,8686534.200000001,1,0,0,EVP and Chief Legal Officer,D,0000858877-25-000178,76.1723987501449,-0.0011752970829030822
CSCO,858877,2025-11-14,0,37173.0,77.37,2876075.0100000002,1,0,0,President and CPO,D,0000858877-25-000177,76.1723987501449,-0.0011752970829030822
CSCO,858877,2025-11-14,0,110996.0,78.2,8679887.200000001,1,0,0,President and CPO,D,0000858877-25-000177,76.1723987501449,-0.0011752970829030822
CSCO,858877,2025-11-14,0,15727.0,76.59,1204530.9300000002,1,0,0,President and CPO,D,0000858877-25-000177,76.1723987501449,-0.0011752970829030822
CSCO,858877,2025-11-14,0,20890.0,76.58,1599756.2,1,1,0,Chair and CEO,D,0000858877-25-000176,76.1723987501449,-0.0011752970829030822
CSCO,858877,2025-11-14,0,51028.0,77.37,3948036.3600000003,1,1,0,Chair and CEO,D,0000858877-25-000176,76.1723987501449,-0.0011752970829030822
CSCO,858877,2025-11-14,0,131920.0,78.2,10316144.0,1,1,0,Chair and CEO,D,0000858877-25-000176,76.1723987501449,-0.0011752970829030822
CSCO,858877,2025-11-17,0,15.0,77.98,1169.7,1,0,0,"EVP, Global Sales",D,0000858877-25-000179,77.47542770228675,-0.018359323048443302
CSCO,858877,2025-11-17,0,20.0,77.98,1559.6000000000001,1,0,0,EVP and Chief Legal Officer,D,0000858877-25-000178,77.47542770228675,-0.018359323048443302
CSCO,858877,2025-11-17,0,150546.0,77.83,11716995.18,1,1,0,Chair and CEO,D,0000858877-25-000176,77.47542770228675,-0.018359323048443302
CSCO,858877,2025-11-17,0,131314.0,78.95,10367240.3,1,1,0,Chair and CEO,D,0000858877-25-000176,77.47542770228675,-0.018359323048443302
CSCO,858877,2025-11-18,0,20284.0,77.63,1574646.92,1,0,0,EVP and CFO,D,0000858877-25-000182,77.13724079542519,-0.0181818630387867
CSCO,858877,2025-11-18,0,48632.0,77.16,3752445.1199999996,1,0,0,EVP and CFO,D,0000858877-25-000182,77.13724079542519,-0.0181818630387867
CSCO,858877,2025-11-18,0,82742.0,77.17,6385200.140000001,1,1,0,Chair and CEO,D,0000858877-25-000176,77.13724079542519,-0.0181818630387867
CSCO,858877,2025-11-18,0,33992.0,77.63,2638798.96,1,1,0,Chair and CEO,D,0000858877-25-000176,77.13724079542519,-0.0181818630387867
CSCO,858877,2025-11-19,0,39976.0,78.5,3138116.0,1,0,0,"EVP, Operations",D,0000858877-25-000183,76.88856830640144,-0.008150172846438052
CSCO,858877,2025-11-19,0,16062.0,77.9,1251229.8,1,0,0,"EVP, Operations",D,0000858877-25-000183,76.88856830640144,-0.008150172846438052
CSCO,858877,2025-11-20,0,13353.0,79.21,1057691.13,1,0,0,"EVP, Global Sales",D,0000858877-25-000185,78.69888063657388,-0.03741154983645609
CSCO,858877,2025-11-24,0,100.0,76.86,7686.0,1,0,0,SVP & Chief Acctg Officer,D,0000858877-25-000191,76.08287498654524,0.015688326880329163
CSCO,858877,2025-11-24,0,9701.0,76.37,740865.37,1,0,0,SVP & Chief Acctg Officer,D,0000858877-25-000191,76.08287498654524,0.015688326880329163
CSCO,858877,2025-12-11,0,428.0,80.33,34381.24,1,0,0,SVP & Chief Acctg Officer,D,0000858877-25-000194,79.81291417980239,-0.015204427677622116
CSCO,858877,2025-12-12,0,1745.0,79.46,138657.69999999998,1,0,0,"EVP, Operations",D,0000858877-25-000195,79.03707068464014,-0.023282185999288264
CSCO,858877,2025-12-18,0,16150.0,77.28,1248072.0,0,1,0,,D,0000858877-25-000222,75.9237329880064,0.0193894281401669
CSCO,858877,2025-12-18,0,13481.0,77.13,1039789.5299999999,0,1,0,,D,0000858877-25-000214,75.9237329880064,0.0193894281401669
CSCO,858877,2025-12-19,0,10850.0,77.13,836860.5,0,1,0,,D,0000858877-25-000222,76.56032239693519,0.004807032143567218
CSGP,1057352,2025-11-13,0,2250.0,68.68,154530.00000000003,0,1,0,,D,0001057352-25-000123,68.5,-0.0157664500883896
CSGP,1057352,2025-11-13,0,1841.0,68.79,126642.39000000001,1,0,0,Chief Accounting Officer,D,0001057352-25-000122,68.5,-0.0157664500883896
CSTL,1447362,2025-08-27,0,18007.0,21.69,390571.83,1,0,0,Chief Operating Officer,I,0001628280-25-049176,21.350000381469727,0.10725990478980349
CSTL,1447362,2025-10-02,0,1339.0,22.58,30234.62,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-044297,23.030000686645508,0.017368632505609202
CSTL,1447362,2025-10-20,0,1339.0,22.44,30047.160000000003,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-045995,22.489999771118164,0.07069809554332594
CSTL,1447362,2025-10-31,0,12678.0,25.04,317457.12,1,0,0,Chief Operating Officer,D,0001628280-25-049189,24.170000076293945,0.43318160034362263
CSTL,1447362,2025-11-04,0,237.0,31.12,7375.4400000000005,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-050169,26.93000030517578,0.2929817786942998
CSTL,1447362,2025-11-04,0,6458.0,30.41,196387.78,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-050169,26.93000030517578,0.2929817786942998
CSTL,1447362,2025-11-05,0,2678.0,31.85,85294.3,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-050169,31.559999465942383,0.04626112219668548
CSTL,1447362,2025-11-11,0,500.0,35.39,17695.0,1,0,0,Chief Commercial Officer,D,0001628280-25-052350,34.63999938964844,0.012990784378417976
CSTL,1447362,2025-11-11,0,5388.0,35.08,189011.03999999998,1,0,0,Chief Financial Officer,D,0001628280-25-052021,34.63999938964844,0.012990784378417976
CSTL,1447362,2025-11-11,0,500.0,35.39,17695.0,1,0,0,Chief Commercial Officer,D,0001628280-25-052019,34.63999938964844,0.012990784378417976
CSTL,1447362,2025-11-11,0,18932.0,35.1,664513.2000000001,1,0,0,Chief Operating Officer,D,0001628280-25-052013,34.63999938964844,0.012990784378417976
CSTL,1447362,2025-11-12,0,200.0,35.4,7080.0,1,0,0,Chief Commercial Officer,D,0001628280-25-052350,34.720001220703125,0.02822579227479883
CSTL,1447362,2025-11-12,0,200.0,35.4,7080.0,1,0,0,Chief Commercial Officer,D,0001628280-25-052019,34.720001220703125,0.02822579227479883
CSTL,1447362,2025-11-18,0,2678.0,34.02,91105.56000000001,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-053387,33.95000076293945,0.17820321358180513
CSTL,1447362,2025-11-20,0,4693.0,35.58,166976.94,1,0,0,Chief Commercial Officer,D,0001628280-25-053812,35.09000015258789,0.11627238525550482
CSTL,1447362,2025-11-25,0,5115.0,40.05,204855.75,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-054126,38.61000061035156,0.02408703161031401
CSTL,1447362,2025-11-26,0,4258.0,40.09,170703.22,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-054431,39.93000030517578,-0.018532473649164407
CSTL,1447362,2025-12-02,0,2678.0,39.23,105057.93999999999,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-055348,39.16999816894531,-0.03089096607188421
CSTL,1447362,2025-12-04,0,1339.0,40.03,53600.17,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-055843,39.40999984741211,-0.009134752898894066
CSTL,1447362,2025-12-11,0,13200.0,37.48,494735.99999999994,1,0,0,Chief Commercial Officer,D,0001628280-25-057016,37.959999084472656,0.05374080518252161
CSTL,1447362,2025-12-11,0,4496.0,37.45,168375.2,1,0,0,Chief Financial Officer,D,0001628280-25-057013,37.959999084472656,0.05374080518252161
CSTL,1447362,2025-12-15,0,18513.0,38.75,717378.75,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-057651,39.04999923706055,0.028937287841040535
CSTL,1447362,2025-12-15,0,1012.0,39.3,39771.6,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-057651,39.04999923706055,0.028937287841040535
CSTL,1447362,2025-12-16,0,12821.0,38.55,494249.55,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-057651,38.459999084472656,0.03718149607947108
CSTL,1447362,2025-12-17,0,509.0,40.04,20380.36,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-058249,39.04999923706055,0.008962926905416899
CSTL,1447362,2025-12-17,0,14888.0,39.31,585247.28,1,0,0,Chief Operating Officer,D,0001628280-25-058246,39.04999923706055,0.008962926905416899
CSTL,1447362,2025-12-22,0,830.0,40.35,33490.5,1,1,0,Pres. & Chief Exec. Officer,D,0001628280-25-058974,40.0,-0.024499988555908202
CSV,1016281,2025-10-07,0,4250.0,46.14,196095.0,1,1,0,CEO,D,0001016281-25-000122,46.75773270423122,-0.04531918645511335
CSW,1624794,2025-10-30,0,1000.0,250.0,250000.0,1,1,0,"Chairman, President & CEO",D,0001413614-25-000010,249.4813812923228,-0.0004690660810930784
